main,title,speaker,ref,presenter,Aalto Touko /vihr,Adlercreutz Anders /r,Ala-Nissilä Olavi /kesk,Alanko-Kahiluoto Outi /vihr,Alatalo Mikko /kesk,Andersson Li /vas,Anttila Sirkka-Liisa /kesk,Arhinmäki Paavo /vas,Berner Anne /kesk,Biaudet Eva /r,Blomqvist Thomas /r,Eerola Juho /ps,Eestilä Markku /kok,Elo Simon /ps,Elomaa Ritva /ps,Eloranta Eeva-Johanna /sd,Elovaara Tiina /ps,Essayah Sari /kd,Feldt-Ranta Maarit /sd,Filatov Tarja /sd,Grahn-Laasonen Sanni /kok,Gustafsson Jukka /sd,Guzenina Maria /sd,Haatainen Tuula /sd,Haavisto Pekka /vihr,Haglund Carl /r,Hakanen Pertti /kesk,Hakkarainen Teuvo /ps,Halmeenpää Hanna /vihr,Harakka Timo /sd,Harkimo Harry /kok,Hassi Satu /vihr,Hautala Lasse /kesk,Heikkinen Hannakaisa /kesk,Heinonen Timo /kok,Heinäluoma Eero /sd,Henriksson Anna-Maja /r,Hongisto Reijo /ps,Honkonen Petri /kesk,Hoskonen Hannu /kesk,Huhtasaari Laura /ps,Huovinen Susanna /sd,Häkkänen Antti /kok,Hänninen Katja /vas,Ihalainen Lauri /sd,Immonen Olli /ps,Jalonen Ari /ps,Jarva Marisanna /kesk,Jaskari Harri /kok,Jokinen Kalle /kok,Juhantalo Kauko /kesk,Juvonen Arja /ps,Järvinen Heli /vihr,Kaikkonen Antti /kesk,Kalli Timo /kesk,Kalmari Anne /kesk,Kanerva Ilkka /kok,Kankaanniemi Toimi /ps,Kantola Ilkka /sd,Kari Emma /vihr,Kari Mika /sd,Karimäki Johanna /vihr,Kasvi Jyrki /vihr,Katainen Elsi /kesk,Keränen Niilo /kesk,Kiljunen Anneli /sd,Kiuru Krista /sd,Kiuru Pauli /kok,Kivelä Kimmo /ps,Kiviranta Esko /kesk,Kontula Anna /vas,Kopra Jukka /kok,Korhonen Timo V. /kesk,Koski Susanna /kok,Kosonen Hanna /kesk,Kulmala Kari /ps,Kulmuni Katri /kesk,Kurvinen Antti /kesk,Kymäläinen Suna /sd,Kärnä Mikko /kesk,Kääriäinen Seppo /kesk,Laitinen-Pesola Jaana /kok,Lapintie Annika /vas,Laukkanen Antero /kd,Lauslahti Sanna /kok,Lehti Eero /kok,Lehto Rami /ps,Lepomäki Elina /kok,Leppä Jari /kesk,Lindström Jari /ps,Lindtman Antti /sd,Lintilä Mika /kesk,Lohela Maria /ps,Lohi Markus /kesk,Louhelainen Anne /ps,Löfström Mats /r,Maijala Eeva-Maria /kesk,Marin Sanna /sd,Mattila Pirkko /ps,Meri Leena /ps,Mikkonen Krista /vihr,Modig Silvia /vas,Multala Sari /kok,Mustajärvi Markus /vas,Mykkänen Kai /kok,Myller Riitta /sd,Myllykoski Jari /vas,Mäkelä Jani /ps,Mäkelä Outi /kok,Mäkipää Lea /ps,Mäkisalo-Ropponen Merja /sd,Mäntylä Hanna /ps,Mölsä Martti /ps,Niikko Mika /ps,Niinistö Jussi /ps,Niinistö Ville /vihr,Nurminen Ilmari /sd,Nylander Mikaela /r,Nylund Mats /r,Oinonen Pentti /ps,Ojala-Niemelä Johanna /sd,Orpo Petteri /kok,Paatero Sirpa /sd,Packalén Tom /ps,Pakkanen Markku /kesk,Paloniemi Aila /kesk,Parviainen Olli-Poika /vihr,Parviainen Ulla /kesk,Pekkarinen Mauri /kesk,Pekonen Aino-Kaisa /vas,Pelkonen Jaana /kok,Pirttilahti Arto /kesk,Puumala Tuomo /kesk,Pylväs Juha /kesk,Raassina Sari /kok,Raatikainen Mika /ps,Rantakangas Antti /kesk,Razmyar Nasima /sd,Rehn Olli /kesk,Rehula Juha /kesk,Rinne Antti /sd,Risikko Paula /kok,Ronkainen Jari /ps,Rossi Markku /kesk,Ruoho Veera /ps,Rydman Wille /kok,Räsänen Joona /sd,Räsänen Päivi /kd,Saarakkala Vesa-Matti /ps,Saarikko Annika /kesk,Salolainen Pertti /kok,Salonen Kristiina /sd,Sarkkinen Hanna /vas,Sarkomaa Sari /kok,Satonen Arto /kok,Savio Sami /ps,Savola Mikko /kesk,Semi Matti /vas,Sirén Saara-Sofia /kok,Skinnari Ville /sd,Soini Timo /ps,Strand Joakim /r,Stubb Alexander /kok,Suutari Eero /kok,Taavitsainen Satu /sd,Taimela Katja /sd,Talja Martti /kesk,Talvitie Mari-Leena /kok,Tanus Sari /kd,Tavio Ville /ps,Terho Sampo /ps,Tiilikainen Kimmo /kesk,Toivakka Lenita /kok,Toivola Jani /vihr,Tolppanen Maria /ps,Tolvanen Kari /kok,Torniainen Ari /kesk,Tuomioja Erkki /sd,Tuppurainen Tytti /sd,Turunen Kaj /ps,Tölli Tapani /kesk,Uotila Kari /vas,Urpilainen Jutta /sd,Wallin Harry /sd,Wallin Stefan /r,Wallinheimo Sinuhe /kok,Vanhanen Matti /kesk,Vartia Antero /vihr,Vartiainen Juhana /kok,Vehkaperä Mirja /kesk,Vehviläinen Anu /kesk,Viitanen Pia /sd,Vikman Sofia /kok,Viljanen Eerikki /kesk,Virolainen Anne-Mari /kok,Vähämäki Ville /ps,Yanar Ozan /vihr,Zyskowicz Ben /kok,Östman Peter /kd,Sipilä Juha /kesk,Immonen Olli /eimm,Elo Simon /sin,Elovaara Tiina /sin,Harkimo Harry /liik,Hongisto Reijo /sin,Jalonen Ari /sin,Kauma Pia /kok,Kivelä Kimmo /sin,Kulmala Kari /sin,Laiho Mia /kok,Lindström Jari /sin,Lohela Maria /liik,Louhelainen Anne /sin,Mattila Hanna-Leena /kesk,Mattila Pirkko /sin,Mäkinen Riitta /sd,Mäkipää Lea /sin,Mölsä Martti /sin,Niinistö Jussi /sin,Oinonen Pentti /sin,Puska Pekka /kesk,Rehn-Kivi Veronica /r,Reijonen Eero /kesk,Ruoho Veera /kok,Saarakkala Vesa-Matti /sin,Soini Timo /sin,Terho Sampo /sin,Tolppanen Maria /sd,Torsti Pilvi /sd,Torvinen Matti /sin,Turunen Kaj /kok,Vahasalo Raija /kok,Väyrynen Paavo /tl,Elo Simon /uv,Elomaa Ritva /uv,Elovaara Tiina /uv,Hongisto Reijo /uv,Jalonen Ari /uv,Juvonen Arja /ejuv,Kivelä Kimmo /uv,Kulmala Kari /uv,Lindström Jari /uv,Louhelainen Anne /uv,Mattila Pirkko /uv,Mäkipää Lea /uv,Mäntylä Hanna /uv,Mölsä Martti /uv,Niinistö Jussi /uv,Oinonen Pentti /uv,Saarakkala Vesa-Matti /uv,Soini Timo /uv,Terho Sampo /uv,Turunen Kaj /uv,Ruoho Veera /eruo,Elo Simon /si,Elovaara Tiina /si,Hongisto Reijo /si,Jalonen Ari /si,Kivelä Kimmo /si,Kulmala Kari /si,Lindström Jari /si,Louhelainen Anne /si,Mattila Pirkko /si,Mäkipää Lea /si,Mölsä Martti /si,Niinistö Jussi /si,Oinonen Pentti /si,Saarakkala Vesa-Matti /si,Soini Timo /si,Terho Sampo /si,Torvinen Matti /si,Turunen Kaj /si,Turunen Kaj /sin,Lohela Maria /sin,Harkimo Harry /HH,Väyrynen Paavo /PV,Nivala Eija /kesk,Väyrynen Paavo /kp
Äänestys 235 klo. 11:36 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 33",P,J,J,E,J,E,J,E,J,E,J,J,J,,J,J,,J,J,J,J,J,P,J,E,,J,P,E,J,,E,J,J,J,J,J,,J,J,J,,J,E,J,J,,J,J,J,P,P,E,J,J,J,J,J,J,E,J,E,E,,J,J,J,J,,J,E,J,J,J,J,,J,J,J,,J,J,E,J,,J,J,J,J,,J,J,,J,,J,J,J,,J,E,E,J,E,J,J,E,J,,,J,,,J,,E,J,E,J,,J,J,J,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,J,,J,J,,J,J,J,,J,J,J,E,J,J,J,J,P,J,J,,P,,J,J,P,J,P,P,J,,J,J,E,,J,J,J,J,,J,E,J,J,J,J,J,P,J,,J,J,J,P,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,J,J,J,J,P,J,E,J,P,J,J,J,J,J,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 236 klo. 11:36 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 34",P,P,J,E,J,E,J,E,J,P,J,J,J,,J,J,,J,J,J,J,J,P,J,E,,J,P,E,J,,E,J,J,J,J,J,,J,J,J,,J,P,J,J,,J,J,J,J,J,E,J,J,J,J,J,J,E,J,E,E,,J,J,J,J,,J,E,J,J,J,J,,J,J,J,,J,J,E,J,,J,J,J,J,,J,J,,J,,J,J,J,,J,E,E,J,J,J,E,J,J,,,J,,,J,,E,J,J,J,,J,J,J,J,J,J,E,J,J,E,J,P,J,J,J,J,J,,,J,J,,J,J,,J,J,J,,J,P,J,E,J,J,J,J,E,J,J,,J,,J,J,P,J,J,P,J,,J,J,E,,J,J,J,J,,J,E,J,J,J,J,J,P,J,,J,J,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,J,J,J,J,P,J,J,J,P,J,J,J,J,J,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 237 klo. 11:37 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 35",P,E,J,E,J,E,J,E,J,E,E,J,J,,J,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,J,,J,E,E,J,,J,J,J,J,J,E,J,J,J,J,J,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,J,,J,J,J,J,,E,J,,J,,E,J,E,,J,E,E,J,E,J,E,E,J,,,E,,,J,,E,E,E,E,,E,J,E,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,E,,J,J,,J,E,J,,J,J,E,E,J,J,J,J,E,J,E,,E,,J,E,P,J,J,P,J,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 238 klo. 11:37 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 36",P,E,J,E,J,E,J,E,J,E,E,J,J,,J,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,J,,J,E,E,J,,P,J,J,J,J,E,J,J,J,J,J,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,J,J,J,,E,J,,J,,E,J,E,,J,E,E,J,E,J,E,E,J,,,E,,,J,,E,E,E,E,,E,J,E,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,E,,J,J,,J,E,E,,J,J,E,E,J,J,J,J,E,J,E,,E,,J,E,P,J,J,P,J,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,J,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 239 klo. 11:37 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 37",P,E,J,E,J,E,J,E,J,E,E,J,J,,J,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,J,,J,E,E,J,,J,J,J,J,E,E,J,J,J,J,J,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,J,J,J,,E,J,,J,,E,J,E,,J,E,E,J,E,J,E,E,J,,,E,,,J,,E,E,E,E,,E,J,E,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,E,,J,J,,J,E,J,,J,J,E,E,J,J,J,J,E,J,E,,E,,J,E,P,J,J,P,J,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 240 klo. 11:38 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 38",P,E,J,P,J,E,J,E,J,E,J,E,J,,E,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,J,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,J,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,J,,J,J,E,E,J,J,E,J,E,J,E,,J,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,P,E,J,J,P,J,,J,E,J,J,J,E,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 241 klo. 11:38 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 39",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,P,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,J,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 242 klo. 11:38 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 40",P,E,P,P,J,E,J,E,J,E,E,J,J,,J,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,J,,J,E,E,J,,J,J,J,J,J,E,J,J,J,J,J,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,J,,J,J,J,J,,E,J,,J,,E,J,E,,J,E,E,J,E,J,E,E,J,,,E,,,J,,E,E,E,E,,E,J,E,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,E,,J,J,,J,E,J,,J,J,E,E,J,J,J,J,E,J,E,,E,,J,E,P,J,P,P,J,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 243 klo. 11:38 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 41",P,P,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,J,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 244 klo. 11:39 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 42",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,P,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,E,J,E,J,P,E,E,,,E,,,J,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,P,E,E,J,J,E,J,E,P,E,,E,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 245 klo. 11:39 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 43",P,E,J,E,J,E,J,E,J,E,E,J,J,,J,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,J,,J,E,E,J,,J,J,J,J,P,E,J,J,J,J,J,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,J,,J,J,J,J,,E,J,,J,,E,J,E,,J,E,E,J,E,J,E,E,J,,,E,,,J,,E,E,E,E,,E,J,E,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,E,,J,J,,J,E,J,,J,P,E,E,J,J,J,J,E,J,E,,E,,J,E,P,J,J,P,J,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,P,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 246 klo. 11:39 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 44",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,P,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,P,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,J,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,P,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 247 klo. 11:40 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 45",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,P,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,P,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,P,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,P,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,P,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 248 klo. 11:40 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 46",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,P,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,P,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,J,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,P,E,E,J,J,E,J,E,J,E,,J,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,P,J,J,P,J,,J,E,J,J,J,E,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,P,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 249 klo. 11:40 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 47",P,J,J,E,J,E,J,E,J,J,J,E,J,,E,E,,E,E,E,J,P,P,E,E,,J,P,E,E,,E,J,J,J,E,J,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,J,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,J,J,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,P,E,E,,J,J,E,E,J,J,E,J,E,P,E,,J,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,J,J,J,P,J,,J,E,J,J,J,E,E,P,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,J,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 250 klo. 11:41 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 48",P,E,J,E,J,E,J,E,J,E,E,E,J,,E,E,,J,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,P,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,J,,J,J,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,P,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,P,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 251 klo. 11:41 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 49",P,E,P,E,J,E,J,E,J,E,E,E,J,,E,E,,E,E,E,J,E,P,E,E,,J,P,E,E,,E,J,J,J,E,E,,J,J,E,,J,E,E,E,,J,J,J,J,E,E,J,J,J,J,E,E,E,E,E,E,,J,E,E,J,,J,E,J,J,J,J,,J,J,E,,J,J,E,E,,J,E,J,J,,E,J,,J,,E,J,E,,E,E,E,J,E,J,E,E,E,,,E,,,E,,E,E,E,E,,E,J,E,E,J,J,E,J,J,E,J,J,J,J,J,E,J,,,J,E,,E,J,,J,E,E,,J,J,E,E,J,J,E,J,E,J,E,,E,,J,E,P,J,J,P,E,,J,J,E,,J,J,E,E,,J,E,E,E,E,J,J,P,J,,J,E,J,J,J,E,E,J,E,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,E,J,J,J,P,J,E,J,P,J,J,J,E,E,J,J,J,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
Äänestys 252 klo. 11:41 Istunto 136/21.12.2018 klo. 10:00,Yleisperustelut,Paula Risikko,HE 123/2018 vp,"Äänestysasettelu: yleisperustelut, mietintö / 50",P,J,J,E,J,E,J,E,J,P,J,J,J,,J,J,,J,J,J,J,J,P,J,E,,J,P,E,J,,E,J,J,J,J,J,,J,J,J,,J,E,J,J,,J,J,J,J,J,E,J,J,J,J,J,J,E,J,E,E,,J,J,J,J,,J,E,J,J,J,J,,J,J,J,,J,J,E,J,,J,J,J,J,,J,J,,J,,J,J,J,,J,E,E,J,E,J,J,E,J,,,J,,,J,,E,J,J,J,,J,J,J,J,J,J,E,J,J,E,J,J,J,J,J,J,J,,,J,J,,J,J,,J,J,J,,J,J,J,E,J,J,J,P,E,J,J,,J,,J,J,P,J,J,P,J,,J,J,E,,J,J,J,J,,J,E,J,J,J,J,J,P,J,,J,J,J,J,J,J,E,J,J,J,,J,J,J,J,J,J,J,J,J,J,,J,J,J,J,J,J,J,P,J,J,J,P,J,J,J,J,J,J,J,J,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,
